"","trait","marker","gene_id","molecular_name","gene_name","corrected_spearman_cor"
"33","wd_max_1yr","V_15751734","WBGene00006108","T23D5.9","str-43",-0.442563767800845
"34","wd_max_1yr","V_15751742","WBGene00006108","T23D5.9","str-43",-0.442563767800845
"35","wd_max_1yr","V_15751750","WBGene00006108","T23D5.9","str-43",-0.442563767800845
"36","rh_max_3mo","V_18181107","WBGene00007850","C31G12.1",NA,-0.442252806984733
"37","wd_max_1yr","V_15224735","WBGene00005771","C41G6.7","srw-24",-0.442121498498308
"38","wd_max_1yr","V_15234717","WBGene00008056","C41G6.5","nhr-164",-0.442121498498308
"39","wd_max_1yr","V_15751066","WBGene00006108","T23D5.9","str-43",-0.439054400278826
"40","wd_max_1yr","V_15751167","WBGene00006108","T23D5.9","str-43",-0.439054400278826
"41","wd_max_1yr","V_15751168","WBGene00006108","T23D5.9","str-43",-0.439054400278826
"42","wd_max_1yr","V_15751195","WBGene00006108","T23D5.9","str-43",-0.439054400278826
"43","wd_max_1yr","V_15751226","WBGene00006108","T23D5.9","str-43",-0.439054400278826
"44","ws_max_3mo","V_16648331","WBGene00219308","W06G6.20",NA,-0.438911641510039
"45","wd_max_1yr","V_15755500","WBGene00006076","T23D5.11","str-8",-0.438577520456687
"46","rh_max_3mo","V_18164582","WBGene00007569","C14A6.5",NA,-0.438374793861427
"47","wd_max_1yr","V_15750173","WBGene00006074","T23D5.10","str-6",-0.438141634946617
"48","wd_max_1yr","V_15751155","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"49","wd_max_1yr","V_15751411","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"50","wd_max_1yr","V_15751591","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"51","wd_max_1yr","V_15751676","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"52","wd_max_1yr","V_15751678","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"53","wd_max_1yr","V_15751687","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"54","wd_max_1yr","V_15751696","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"55","wd_max_1yr","V_15751707","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"56","wd_max_1yr","V_15751891","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"57","wd_max_1yr","V_15751905","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"58","wd_max_1yr","V_15751906","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"59","wd_max_1yr","V_15751908","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"60","wd_max_1yr","V_15751912","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"61","wd_max_1yr","V_15751944","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"62","wd_max_1yr","V_15752005","WBGene00006108","T23D5.9","str-43",-0.438141634946617
"63","wd_max_1yr","V_15753768","WBGene00006073","T23D5.12","str-5",-0.438141634946617
"64","wd_max_1yr","V_15753555","WBGene00006073","T23D5.12","str-5",-0.43751745372009
"65","wd_max_1yr","V_15750002","WBGene00006074","T23D5.10","str-6",-0.437179239668699
"66","wd_max_1yr","V_15750203","WBGene00006074","T23D5.10","str-6",-0.437179239668699
"67","wd_max_1yr","V_15751122","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"68","wd_max_1yr","V_15751126","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"69","wd_max_1yr","V_15751551","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"70","wd_max_1yr","V_15751552","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"71","wd_max_1yr","V_15751566","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"72","wd_max_1yr","V_15751720","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"73","wd_max_1yr","V_15751761","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"74","wd_max_1yr","V_15751772","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"75","wd_max_1yr","V_15751783","WBGene00006108","T23D5.9","str-43",-0.437179239668699
"76","ws_max_3mo","V_16645082","WBGene00086565","W06G6.17",NA,-0.436815904271257
"77","wd_max_1yr","V_15711444","WBGene00006156","Y6E2A.2","str-101",-0.436681736671928
"78","wd_max_1yr","V_15753536","WBGene00006073","T23D5.12","str-5",-0.436584259466949
"79","wd_max_1yr","V_15753739","WBGene00006073","T23D5.12","str-5",-0.436584259466949
"80","wd_max_1yr","V_15753747","WBGene00006073","T23D5.12","str-5",-0.436584259466949
"81","ws_max_3mo","V_16643405","WBGene00005824","W06G6.8","srw-77",-0.436253450611834
"82","ws_max_3mo","V_16644894","WBGene00086565","W06G6.17",NA,-0.436253450611834
"83","ws_max_3mo","V_16647000","WBGene00012312","W06G6.10",NA,-0.436253450611834
"84","wd_max_1yr","V_15750937","WBGene00006108","T23D5.9","str-43",-0.43618549273595
"85","wd_max_1yr","V_15698641","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"86","wd_max_1yr","V_15698959","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"87","wd_max_1yr","V_15698978","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"88","wd_max_1yr","V_15698994","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"89","wd_max_1yr","V_15699036","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"90","wd_max_1yr","V_15699073","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"91","wd_max_1yr","V_15699216","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"92","wd_max_1yr","V_15699230","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"93","wd_max_1yr","V_15699231","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"94","wd_max_1yr","V_15699596","WBGene00010604","K06B4.10","nhr-199",-0.435271133348615
"95","wd_max_1yr","V_15751390","WBGene00006108","T23D5.9","str-43",-0.435098836777698
"96","ws_max_3mo","V_16643227","WBGene00005824","W06G6.8","srw-77",-0.434555749631916
"97","ws_max_3mo","V_16643237","WBGene00005824","W06G6.8","srw-77",-0.434555749631916
"98","ws_max_3mo","V_16643265","WBGene00005824","W06G6.8","srw-77",-0.434555749631916
"99","ws_max_3mo","V_16647025","WBGene00012312","W06G6.10",NA,-0.434555749631916
"100","ws_max_3mo","V_16647028","WBGene00012312","W06G6.10",NA,-0.434555749631916
"101","ws_max_3mo","V_16620757","WBGene00050904","Y70C5A.3",NA,-0.434259730803193
"102","ws_max_3mo","V_16648158","WBGene00219308","W06G6.20",NA,-0.433903667062459
"103","wd_max_1yr","V_15750111","WBGene00006074","T23D5.10","str-6",-0.433851555618075
"104","wd_max_1yr","V_15750146","WBGene00006074","T23D5.10","str-6",-0.433851555618075
"105","wd_max_1yr","V_15750155","WBGene00006074","T23D5.10","str-6",-0.433851555618075
"106","wd_max_1yr","V_15751357","WBGene00006108","T23D5.9","str-43",-0.433816876529798
"107","wd_max_1yr","V_15751359","WBGene00006108","T23D5.9","str-43",-0.433816876529798
"108","rh_max_3mo","II_3332862","WBGene00077751","F14D2.17","irld-27",-0.433238371259807
"109","ws_max_3mo","V_16620006","WBGene00050904","Y70C5A.3",NA,-0.433002551124426
"110","wd_max_1yr","V_15752079","WBGene00006108","T23D5.9","str-43",-0.432906614043883
"111","wd_max_1yr","V_15752080","WBGene00006108","T23D5.9","str-43",-0.432906614043883
"112","wd_max_1yr","V_15751369","WBGene00006108","T23D5.9","str-43",-0.432636337258447
"113","wd_max_1yr","V_15751373","WBGene00006108","T23D5.9","str-43",-0.432636337258447
"114","wd_max_1yr","V_15220250","WBGene00005381","C41G6.9","srh-165",-0.43235890234543
"115","ws_max_3mo","V_16647125","WBGene00012312","W06G6.10",NA,-0.43117837333944
"116","rh_max_1yr","II_3338524","WBGene00017455","F14D2.7",NA,-0.430645490104636
"117","wd_max_1yr","V_15670874","WBGene00077450","K06B4.15",NA,-0.430634203022748
"118","rh_max_3mo","II_3325342","WBGene00021589","Y46D2A.1",NA,-0.430073209406652
"119","wd_max_1yr","V_15752017","WBGene00006108","T23D5.9","str-43",-0.429814005787397
"120","rh_max_1yr","II_3322000","WBGene00021590","Y46D2A.2",NA,-0.429512551027564
"121","wd_max_1yr","V_15369485","WBGene00011150","R08H2.9","nhr-269",-0.429169903508124
"122","wd_max_1yr","V_15376535","WBGene00005340","R08H2.5","srh-122",-0.429169903508124
"123","rh_max_3mo","V_18166067","WBGene00007570","C14A6.6",NA,-0.428853552423737
"124","wd_max_1yr","V_15743699","WBGene00006086","T23D5.7","str-19",-0.428442985048611
"125","wd_max_1yr","V_15387020","WBGene00005386","R08H2.3","srh-170",-0.427625900496177
"126","rh_max_1yr","II_3221597","WBGene00022572","ZC239.14",NA,-0.427407676307479
"127","ws_max_3mo","V_16588340","WBGene00005820","T03E6.6","srw-73",-0.426654018323095
"128","rh_max_3mo","V_18083333","WBGene00013348","Y59A8B.11a","fbxa-106",-0.426263672774596
"129","ws_max_3mo","V_16588357","WBGene00005820","T03E6.6","srw-73",-0.424601700506631
"130","wd_max_1yr","V_15755659","WBGene00006076","T23D5.11","str-8",-0.424387723761438
"131","rh_max_1yr","II_3325342","WBGene00021589","Y46D2A.1",NA,-0.424305137661766
"132","rh_max_3mo","II_3338619","WBGene00017455","F14D2.7",NA,-0.423768879964921
"133","rh_max_3mo","II_3321977","WBGene00021590","Y46D2A.2",NA,-0.423609575851491
"134","wd_max_1yr","V_15224993","WBGene00005771","C41G6.7","srw-24",-0.423413862211132
"135","wd_max_1yr","V_15225202","WBGene00005771","C41G6.7","srw-24",-0.423413862211132
"136","wd_max_1yr","V_15671481","WBGene00077450","K06B4.15",NA,-0.423040822553503
"137","wd_max_1yr","V_15671776","WBGene00077450","K06B4.15",NA,-0.423040822553503
"138","wd_max_1yr","V_15689618","WBGene00010602","K06B4.7","nhr-197",-0.423040822553503
"139","wd_max_1yr","V_15689697","WBGene00010602","K06B4.7","nhr-197",-0.423040822553503
"140","wd_max_1yr","V_15689749","WBGene00010602","K06B4.7","nhr-197",-0.423040822553503
"141","wd_max_1yr","V_15690526","WBGene00010601","K06B4.6","nhr-268",-0.423040822553503
"142","wd_max_1yr","V_15690532","WBGene00010601","K06B4.6","nhr-268",-0.423040822553503
"143","wd_max_1yr","V_15690630","WBGene00010601","K06B4.6","nhr-268",-0.423040822553503
"144","wd_max_1yr","V_15690665","WBGene00010601","K06B4.6","nhr-268",-0.423040822553503
"145","wd_max_1yr","V_15690951","WBGene00010601","K06B4.6","nhr-268",-0.423040822553503
"146","wd_max_1yr","V_15694018","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"147","wd_max_1yr","V_15694039","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"148","wd_max_1yr","V_15694497","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"149","wd_max_1yr","V_15694630","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"150","wd_max_1yr","V_15694806","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"151","wd_max_1yr","V_15694811","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"152","wd_max_1yr","V_15694976","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"153","wd_max_1yr","V_15695008","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"154","wd_max_1yr","V_15695919","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"155","wd_max_1yr","V_15696182","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"156","wd_max_1yr","V_15696183","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"157","wd_max_1yr","V_15696195","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"158","wd_max_1yr","V_15696201","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"159","wd_max_1yr","V_15696207","WBGene00010603","K06B4.8","nhr-198",-0.423040822553503
"160","wd_max_1yr","V_15696949","WBGene00005920","K06B4.9","srx-29",-0.423040822553503
"161","wd_max_1yr","V_15696995","WBGene00005920","K06B4.9","srx-29",-0.423040822553503
"162","wd_max_1yr","V_15697118","WBGene00005920","K06B4.9","srx-29",-0.423040822553503
"163","wd_max_1yr","V_15697198","WBGene00005920","K06B4.9","srx-29",-0.423040822553503
"164","wd_max_1yr","V_15697896","WBGene00005920","K06B4.9","srx-29",-0.423040822553503
"165","wd_max_1yr","V_15698638","WBGene00010604","K06B4.10","nhr-199",-0.423040822553503
"166","wd_max_1yr","V_15698703","WBGene00010604","K06B4.10","nhr-199",-0.423040822553503
"167","wd_max_1yr","V_15698884","WBGene00010604","K06B4.10","nhr-199",-0.423040822553503
"168","rh_max_3mo","II_3321985","WBGene00021590","Y46D2A.2",NA,-0.42208074173474
"169","rh_max_1yr","II_3221656","WBGene00022572","ZC239.14",NA,-0.42175214682749
"170","rh_max_3mo","V_18193146","WBGene00008891","F16H6.1","clec-42",-0.421049674140695
"171","wd_max_1yr","V_15755947","WBGene00006076","T23D5.11","str-8",-0.420023849164357
"172","rh_max_3mo","II_3346193","WBGene00017460","F14D2.12","bath-30",-0.419953672063136
"173","wd_max_1yr","V_15694706","WBGene00010603","K06B4.8","nhr-198",-0.419245759245705
"174","wd_max_1yr","V_15669219","WBGene00010599","K06B4.4",NA,-0.418490361481299
"175","wd_max_1yr","V_15669278","WBGene00010599","K06B4.4",NA,-0.418490361481299
"176","wd_max_1yr","V_15669286","WBGene00010599","K06B4.4",NA,-0.418490361481299
"177","wd_max_1yr","V_15669290","WBGene00010599","K06B4.4",NA,-0.418490361481299
"178","wd_max_1yr","V_15669300","WBGene00010599","K06B4.4",NA,-0.418490361481299
"179","wd_max_1yr","V_15669396","WBGene00010599","K06B4.4",NA,-0.418490361481299
"180","wd_max_1yr","V_15670024","WBGene00010599","K06B4.4",NA,-0.418490361481299
"181","wd_max_1yr","V_15670953","WBGene00077450","K06B4.15",NA,-0.418490361481299
"182","wd_max_1yr","V_15671597","WBGene00077450","K06B4.15",NA,-0.418490361481299
"183","wd_max_1yr","V_15671629","WBGene00077450","K06B4.15",NA,-0.418490361481299
"184","wd_max_1yr","V_15672909","WBGene00010598","K06B4.3",NA,-0.418490361481299
"185","wd_max_1yr","V_15673176","WBGene00010598","K06B4.3",NA,-0.418490361481299
"186","rh_max_1yr","II_3321977","WBGene00021590","Y46D2A.2",NA,-0.418461762322125
"187","wd_max_1yr","V_15744008","WBGene00006086","T23D5.7","str-19",-0.418434475564703
"188","wd_max_1yr","V_15744012","WBGene00006086","T23D5.7","str-19",-0.418434475564703
"189","wd_max_1yr","V_15744015","WBGene00006086","T23D5.7","str-19",-0.418434475564703
"190","rh_max_3mo","II_3349160","WBGene00017456","F14D2.8",NA,-0.417736521886918
"191","wd_max_1yr","V_15669240","WBGene00010599","K06B4.4",NA,-0.41726908053732
"192","wd_max_1yr","V_15669296","WBGene00010599","K06B4.4",NA,-0.41726908053732
"193","ws_max_3mo","V_16618517","WBGene00050904","Y70C5A.3",NA,-0.415853563672157
"194","wd_max_1yr","V_15574014","WBGene00009225","F28F8.8a","fbxa-94",-0.415841798003376
"195","rh_max_3mo","II_3329832","WBGene00017454","F14D2.6","irld-5",-0.415649348861194
"196","rh_max_1yr","II_3218559","WBGene00022565","ZC239.2",NA,-0.41564368625676
"197","rh_max_1yr","II_3218571","WBGene00022565","ZC239.2",NA,-0.41564368625676
"198","rh_max_3mo","V_18176822","WBGene00007853","C31G12.4a",NA,-0.413014043351577
"199","rh_max_3mo","II_3221418","WBGene00022572","ZC239.14",NA,-0.412897155951881
"200","rh_max_3mo","II_3330133","WBGene00017454","F14D2.6","irld-5",-0.412826302397678
"201","rh_max_1yr","II_3333879","WBGene00077751","F14D2.17","irld-27",-0.412344666201075
"202","rh_max_3mo","II_3333879","WBGene00077751","F14D2.17","irld-27",-0.410583704821495
"203","rh_max_1yr","II_3221251","WBGene00022572","ZC239.14",NA,-0.410412291384931
"204","rh_max_1yr","II_3221418","WBGene00022572","ZC239.14",NA,-0.410277927449958
"205","rh_max_3mo","II_3221251","WBGene00022572","ZC239.14",NA,-0.409295003732686
"206","ws_max_3mo","V_16614712","WBGene00012526","Y32B12C.3",NA,-0.40918252718961
"207","rh_max_1yr","II_3321870","WBGene00021590","Y46D2A.2",NA,-0.408082275130064
"208","rh_max_1yr","II_3321878","WBGene00021590","Y46D2A.2",NA,-0.408082275130064
"209","rh_max_1yr","II_3321882","WBGene00021590","Y46D2A.2",NA,-0.408082275130064
"210","wd_max_3yr","V_15369485","WBGene00011150","R08H2.9","nhr-269",-0.407369258030191
"211","wd_max_3yr","V_15376535","WBGene00005340","R08H2.5","srh-122",-0.407369258030191
"212","rh_max_3mo","II_3221656","WBGene00022572","ZC239.14",NA,-0.407008408175756
"213","rh_max_3mo","II_3338524","WBGene00017455","F14D2.7",NA,-0.406617958594069
"214","rh_max_3mo","II_3379314","WBGene00021724","Y49F6C.2",NA,-0.40572669031503
"215","ws_max_3mo","V_16666722","WBGene00044185","F14F8.14",NA,-0.404638155129857
"216","ws_max_3mo","V_16666723","WBGene00044185","F14F8.14",NA,-0.404638155129857
"217","rh_max_1yr","II_3360288","WBGene00017450","F14D2.1","bath-27",-0.404589491398132
"218","ws_max_3mo","V_16643144","WBGene00005824","W06G6.8","srw-77",-0.40411459312834
"219","ws_max_3mo","V_16643020","WBGene00005824","W06G6.8","srw-77",-0.404031177524611
"220","rh_max_3mo","II_3321870","WBGene00021590","Y46D2A.2",NA,-0.404021766621765
"221","rh_max_3mo","II_3321878","WBGene00021590","Y46D2A.2",NA,-0.404021766621765
"222","rh_max_3mo","II_3321882","WBGene00021590","Y46D2A.2",NA,-0.404021766621765
"223","rh_max_3mo","II_3332838","WBGene00077751","F14D2.17","irld-27",-0.403919705103699
"224","ws_max_3mo","V_16642816","WBGene00005824","W06G6.8","srw-77",-0.403647882261016
"225","rh_max_3mo","II_3218559","WBGene00022565","ZC239.2",NA,-0.40242037385417
"226","rh_max_3mo","II_3218571","WBGene00022565","ZC239.2",NA,-0.40242037385417
"227","rh_max_3mo","II_3360968","WBGene00017450","F14D2.1","bath-27",-0.401862217424836
"228","ws_max_3mo","V_16643217","WBGene00005824","W06G6.8","srw-77",-0.401478327765593
"229","ws_max_3mo","V_16643246","WBGene00005824","W06G6.8","srw-77",-0.401478327765593
"230","ws_max_3mo","V_16618776","WBGene00050904","Y70C5A.3",NA,-0.401100050906632
"231","rh_max_3mo","II_3322000","WBGene00021590","Y46D2A.2",NA,-0.400050456409102
"232","ws_max_3mo","V_16641873","WBGene00005824","W06G6.8","srw-77",-0.399030289181656
"233","ws_max_3mo","V_16641923","WBGene00005824","W06G6.8","srw-77",-0.399030289181656
"234","rh_max_1yr","II_3360292","WBGene00017450","F14D2.1","bath-27",-0.39847427599292
"235","rh_max_1yr","II_3338119","WBGene00017455","F14D2.7",NA,-0.398261345191804
"236","rh_max_1yr","II_3338196","WBGene00017455","F14D2.7",NA,-0.398017292153756
"237","rh_max_3mo","V_18159298","WBGene00007565","C14A6.1","clec-48",-0.396783174421436
"238","rh_max_3mo","V_18159401","WBGene00007565","C14A6.1","clec-48",-0.396783174421436
"239","rh_max_1yr","II_3321831","WBGene00021590","Y46D2A.2",NA,-0.396155084016733
"240","rh_max_3mo","II_3345450","WBGene00017460","F14D2.12","bath-30",0.395368723004123
"241","rh_max_3mo","II_3321831","WBGene00021590","Y46D2A.2",NA,-0.394421123662113
"242","rh_max_3yr","I_1113827","WBGene00236809","ZK993.5",NA,-0.3943220045518
"243","ws_max_3mo","V_16639420","WBGene00012310","W06G6.7","mltn-11",-0.393187787882099
"244","rh_max_3yr","II_831616","WBGene00017878","F28A10.10",NA,0.392948316064365
"245","rh_max_3yr","II_833912","WBGene00017877","F28A10.9",NA,0.392948316064365
"246","rh_max_3yr","II_834286","WBGene00017877","F28A10.9",NA,0.392948316064365
"247","rh_max_3mo","II_3329848","WBGene00017454","F14D2.6","irld-5",-0.392118884236213
"248","rh_max_3mo","II_3330064","WBGene00017454","F14D2.6","irld-5",-0.392118884236213
"249","rh_max_3mo","II_3331925","WBGene00077751","F14D2.17","irld-27",-0.392118884236213
"250","rh_max_3mo","II_3332994","WBGene00077751","F14D2.17","irld-27",-0.392118884236213
"251","rh_max_3mo","II_3333076","WBGene00077751","F14D2.17","irld-27",-0.392118884236213
"252","rh_max_3mo","II_3333139","WBGene00077751","F14D2.17","irld-27",-0.392118884236213
"253","rh_max_3mo","II_3331699","WBGene00017454","F14D2.6","irld-5",-0.392079241329313
"254","rh_max_1yr","II_3338577","WBGene00017455","F14D2.7",NA,-0.391887869049183
"255","rh_max_3mo","II_3325133","WBGene00021589","Y46D2A.1",NA,-0.39179528891171
"256","rh_max_1yr","II_3338584","WBGene00017455","F14D2.7",NA,-0.391239711827323
"257","rh_max_3mo","II_3359365","WBGene00017451","F14D2.2",NA,-0.390928142141856
"258","rh_max_3mo","II_3332306","WBGene00077751","F14D2.17","irld-27",-0.39058317059038
"259","rh_max_3mo","II_3327085","WBGene00021591","Y46D2A.3a",NA,-0.390574138675458
"260","rh_max_3mo","II_3327086","WBGene00021591","Y46D2A.3a",NA,-0.390574138675458
"261","temp_min_3yr","V_15036762","WBGene00007714","C25D7.1",NA,0.390137157320435
"262","rh_max_3mo","II_3321909","WBGene00021590","Y46D2A.2",NA,-0.389597766626396
"263","ws_max_3mo","V_16677718","WBGene00008815","F14F8.4","srz-103",-0.389493762648197
"264","rh_max_1yr","II_3325133","WBGene00021589","Y46D2A.1",NA,-0.389132099093226
"265","rh_max_1yr","V_17901810","WBGene00007393","C06H5.2","fbxa-157",-0.389097405017954
"266","rh_max_1yr","II_3360968","WBGene00017450","F14D2.1","bath-27",-0.388792392594822
"267","rh_max_1yr","II_1871636","WBGene00015839","C16C4.15","math-10",0.388311246275596
"268","temp_min_3yr","V_14897650","WBGene00010382","H12D21.6",NA,0.387370250521062
"269","rh_max_1yr","II_3324773","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"270","rh_max_1yr","II_3324814","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"271","rh_max_1yr","II_3324815","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"272","rh_max_1yr","II_3324844","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"273","rh_max_1yr","II_3324848","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"274","rh_max_1yr","II_3324850","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"275","rh_max_1yr","II_3325232","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"276","rh_max_1yr","II_3325239","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"277","rh_max_1yr","II_3325246","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"278","rh_max_1yr","II_3325277","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"279","rh_max_1yr","II_3325279","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"280","rh_max_1yr","II_3325302","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"281","rh_max_1yr","II_3325347","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"282","rh_max_1yr","II_3325486","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"283","rh_max_1yr","II_3325504","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"284","rh_max_1yr","II_3325505","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"285","rh_max_1yr","II_3325532","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"286","rh_max_1yr","II_3325534","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"287","rh_max_1yr","II_3325586","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"288","rh_max_1yr","II_3325588","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"289","rh_max_1yr","II_3325615","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"290","rh_max_1yr","II_3325630","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"291","rh_max_1yr","II_3325798","WBGene00021589","Y46D2A.1",NA,-0.386807241423892
"292","rh_max_1yr","II_3326698","WBGene00021591","Y46D2A.3a",NA,-0.386807241423892
"293","rh_max_1yr","II_3327026","WBGene00021591","Y46D2A.3a",NA,-0.386807241423892
"294","rh_max_1yr","II_3327058","WBGene00021591","Y46D2A.3a",NA,-0.386807241423892
"295","rh_max_1yr","II_3327059","WBGene00021591","Y46D2A.3a",NA,-0.386807241423892
"296","rh_max_1yr","II_3331717","WBGene00017454","F14D2.6","irld-5",-0.386807241423892
"297","temp_min_3yr","V_14841050","WBGene00004336","W06A7.3a","ret-1",0.38641066990969
"298","temp_min_3yr","V_14841111","WBGene00004336","W06A7.3a","ret-1",0.38641066990969
